"id","energy","time","wday","lights","t1","h1","t2","h2","t3","h3","t4","h4","t5","h5","t6","h6","t7","h7","t8","h8","t9","h9","t_out","press","r_out","windspeed","visibility","tdewpoint","r1","r2"
3759,50,"08:10:00","Sun",0,20.7675,NA,19.39,44.59,21.89,42.2,19.6,44.7,18.0625,53.6925,NA,90.1,18.2,41.5,20.7,54.09,18.2,46.8633333333333,10.6833333333333,756.25,88.1666666666667,9,40,8.71666666666667,19.4500043755397,19.4500043755397
3760,80,"15:20:00","Sun",0,22.3566666666667,NA,20.9633333333333,36.53,22.6,35.6266666666667,20.0666666666667,36.8633333333333,18.89,46.6633333333333,NA,29.5933333333333,19,30.2,23.39,37.1266666666667,19.5666666666667,38.9333333333333,7.23333333333333,761,71,4,40,2.3,19.2404926056042,19.2404926056042
3761,60,"14:20:00","Thu",0,21.0857142857143,37.47,19.89,37.27,20.2,38,22.075,35.785,18,45,7.12666666666667,65.5966666666667,19.95875,30.6875,21.2642857142857,37.2642857142857,18.6,41.7,6.56666666666667,748.4,75.3333333333333,5.33333333333333,40,2.43333333333333,3.77627826528624,3.77627826528624
3762,20,"13:20:00","Fri",0,17.9266666666667,NA,17.1333333333333,44.59,19,42.2,16.79,44.5,16.6611111111111,50.24,NA,81.9666666666667,17,39.76,17.1,46.4,16.2,43.9,8.1,763.4,81.6666666666667,10.3333333333333,40,5.1,22.8523158933967,22.8523158933967
3763,50,"05:50:00","Fri",0,20.39,NA,16.79,41.59,20.4266666666667,37.2,19.89,34,17.79,49.9,0.3,70.9933333333333,19.39,35.4,21,42.9333333333333,18.1666666666667,41.06,-0.883333333333333,763.6,93.8333333333333,1.16666666666667,32.5,-1.8,11.8803511722945,11.8803511722945
3764,140,"20:50:00","Sat",30,23.29,39.1266666666667,22.1,38.2,22.4633333333333,43.2966666666667,21,41.17,18.89,51.9666666666667,NA,96.53,20.0666666666667,37.1633333333333,21.1,42.4,17.79,40.09,0.466666666666667,765.066666666667,95.3333333333333,4.33333333333333,18.3333333333333,-0.133333333333333,13.5686049237847,13.5686049237847
3765,390,"21:10:00","Wed",10,19.6,38.8633333333333,19.2,37.73,19.39,40.1266666666667,18.8,38.0633333333333,18.245,69.5272222222222,0.95,96.9,16.1,31.8066666666667,20.2,40.8022222222222,15.86,40.8333333333333,0.3,761.5,89.8333333333333,2,61,-1.15,5.22564301500097,5.22564301500097
3766,30,"23:20:00","Thu",0,21.79,38.0675,19.1333333333333,40.06,21.1,37.79,20.89,33.9,18.6,50.5,2.3475,55.7475,19.7,33.095,22.1,39.1566666666667,18.1,39.79,2.8,762.733333333333,81.6666666666667,1,61.3333333333333,-0.0333333333333333,45.0636002584361,45.0636002584361
3767,60,"17:20:00","Mon",0,21.7,32.645,19.89,32.7233333333333,23.0666666666667,34.3333333333333,19.79,32,17.2,46.595,6.06,26.5633333333333,22.79,23.29,23.0333333333333,29.6,18.6,38.09,5.43333333333333,762.666666666667,54,4.66666666666667,40,-3.36666666666667,20.1060421415605,20.1060421415605
3768,80,"20:50:00","Fri",0,22.39,36.3266666666667,20.2,38.79,21.8233333333333,35.8266666666667,20.39,34.2,18.5,46,6.09,60.96,19.6,30.6,22.865,38.2,19.5,36.2,5.15,762.366666666667,91.6666666666667,4,57,3.9,24.7187333996408,24.7187333996408
3769,50,"00:50:00","Thu",10,21.5,NA,19.6,38.53,20.6,38.59,22.29,37,18.89,52.76,-0.566666666666667,83.69,19.7,35.856,22.1666666666667,41.9333333333333,18.1,38.3214285714286,0.233333333333333,755.8,89.5,2,20.8333333333333,-1.35,3.05248014628887,3.05248014628887
3770,50,"22:10:00","Fri",0,22.7,NA,20.39,38.59,22.1,35.9,20.29,34.3266666666667,18.5666666666667,46,5.59,61.79,19.6,30.7,22.7,39.53,19.5,36,5,762.5,90,4.66666666666667,61,3.48333333333333,47.679543227423,47.679543227423
3771,50,"04:10:00","Sun",0,21.2,43.29,19.79,44,21.89,42.09,20.29,44.29,18.2,54.29,NA,92.5,18.2,41.59,21,55.2,18.1,45.9,10.1,756.116666666667,95,8.83333333333333,41,9.4,19.9011848657392,19.9011848657392
3772,40,"17:10:00","Tue",0,21.6,47.36,21,45.2233333333333,22.1,46.3266666666667,20.2,46.03,19.79,51.0133333333333,7.65666666666667,98.8666666666667,18.6777777777778,42.565,19.79,49.09,18.29,48.76,7.3,756.483333333333,91.6666666666667,5,40,5.96666666666667,42.0141959562898,42.0141959562898
3773,40,"14:40:00","Sun",0,21.2,44.9333333333333,20.6,42.4666666666667,21.39,43.23,18.8233333333333,42.23,19,55.645,NA,59.4,19,36.3816666666667,20.89,44.145,19.2,44.3333333333333,8.2,746.633333333333,69,7.33333333333333,40,2.8,49.7264965670183,49.7264965670183
3774,80,"23:40:00","Tue",0,22.6,42.79,21.8566666666667,40.56,22.6,43.4,19.1,40.6633333333333,19.3455555555556,50.565,2.26,92.19,20.1277777777778,39.6011111111111,23.23,45.32,18.89,42.4633333333333,3.13333333333333,738.6,88,6,40,1.33333333333333,9.31753350887448,9.31753350887448
3775,50,"02:20:00","Sat",0,20.5666666666667,36.79,17.6,40.5,20.1,36.76,19.5,34.9,18.7,41.79,1.93333333333333,63.6233333333333,19.79,30.7,21.79,44.9,18.5,40,2.46666666666667,766.4,88,1.33333333333333,44,0.666666666666667,11.8311405065469,11.8311405065469
3776,310,"21:00:00","Tue",0,21.5,41.7,19.2,45.6266666666667,21.1,39.3266666666667,20.4266666666667,35.7666666666667,19,48.0266666666667,NA,52.4333333333333,21,28.9266666666667,23.2,36.79,19.7,38,6.3,764.4,81,5,63,3.3,18.5914311441593,18.5914311441593
3777,40,"02:50:00","Fri",0,20.7,35.9,18.8233333333333,36.5666666666667,20.1,37.79,18.39,36.4,17.1,45.4,1.26,81.3,17.5,31.7,20.1,43.674,17.56,39.612,0.466666666666667,758.483333333333,99,1.83333333333333,17.8333333333333,0.283333333333333,42.4321770435199,42.4321770435199
3778,90,"16:40:00","Thu",0,22.8566666666667,31.6666666666667,21,31.6333333333333,21.6,33.7,21.8566666666667,31.4633333333333,18.6333333333333,39.6266666666667,NA,14.5,22.79,23.79,23.79,32.4633333333333,20.1,36.9333333333333,10.1333333333333,764.566666666667,49,4.66666666666667,26,-0.133333333333333,13.6766869225539,13.6766869225539
3779,60,"01:10:00","Sat",0,20.7,36.9,19,36.9333333333333,20.5,37.2,19.6,35.1633333333333,19.2,64.8942857142857,1.56666666666667,64.5633333333333,18.79,34.9985714285714,20.5,43.4333333333333,17.7,39.1633333333333,2.2,750.583333333333,78.6666666666667,3.16666666666667,22.1666666666667,-1.15,36.8507693754509,36.8507693754509
3780,50,"07:40:00","Wed",0,19.4266666666667,NA,16.2,42.36,20.3566666666667,37.59,18.39,35.56,17.5666666666667,45.7666666666667,3.73,61.53,18.5,35.73,19.7,42.5266666666667,17.6,40.5,3.96666666666667,746.266666666667,71.6666666666667,8,40,-0.7,3.50804952904582,3.50804952904582
3781,50,"01:10:00","Sun",0,19.4633333333333,37.6633333333333,17.29,40,20.1,37.29,17.79,37.09,18.4266666666667,56,3.46666666666667,74.23,18.29,31.9266666666667,20.9633333333333,40.36,18,38.7666666666667,3.36666666666667,744.7,93,5,29.1666666666667,2.28333333333333,11.3299645483494,11.3299645483494
3782,70,"11:40:00","Tue",0,21.79,38.9333333333333,20.79,39.9333333333333,22.73,37.29,20.39,38.59,20.39,51.7333333333333,NA,26.9944444444444,20.89,33.5,23.5833333333333,43.9122222222222,20.5,39.59,8.93333333333333,751.066666666667,74,7,40,4.53333333333333,37.7953741466627,37.7953741466627
3783,70,"22:20:00","Fri",0,20.3566666666667,NA,20,43.06,20,43.9,16.7,46.2,16.725,51.6694444444444,NA,84.9333333333333,16.79,42.29,18.3583333333333,50.9711111111111,16.29,46.9333333333333,9.06666666666667,761.233333333333,83,10,40,6.3,29.8162212595344,29.8162212595344
3784,90,"18:50:00","Sat",0,17.1333333333333,NA,16.5666666666667,45.5666666666667,17.29,43.23,15.19,46.1333333333333,15.355,50.8083333333333,6.5,99.9,15.39,41.28,18.28,51.08,15,45.5,6.08333333333333,770.666666666667,96.1666666666667,2.83333333333333,60.8333333333333,5.51666666666667,1.274098304566,1.274098304566
3785,160,"09:20:00","Thu",40,20.2,38.8633333333333,18.39,39.9333333333333,20.5666666666667,37.5666666666667,21.2,37.0966666666667,18.29,44.2666666666667,NA,81.6233333333333,18.1666666666667,32.8633333333333,20.2,41.76,18.23,40.89,3.7,744.4,93.3333333333333,5,29,2.66666666666667,38.6789065320045,38.6789065320045
3786,60,"14:50:00","Fri",0,20.7,NA,19.23,37.8266666666667,21.64,36.79,18.8233333333333,36.03,17.29,45,8.36,62.63,19.26,30.79,20.33,37.554,17.89,41.4,6.85,760.35,66.6666666666667,4.83333333333333,40,0.983333333333333,46.5610752231441,46.5610752231441
3787,100,"19:50:00","Sun",0,23.1333333333333,37.6333333333333,20.6333333333333,38.59,22.6666666666667,36.2,20.29,38.79,20.5,41.3266666666667,7.26,46.5,19.2,30.8566666666667,23.89,37.5,19.4266666666667,36.4333333333333,5.75,761.05,86.5,3.33333333333333,23.1666666666667,3.66666666666667,43.0665655178018,43.0665655178018
3788,90,"21:40:00","Sat",0,22.29,NA,21.6333333333333,42,21.1,45.0266666666667,19.6,42.1333333333333,19.39,49.5283333333333,1.39,96.0633333333333,16.89,37.95,20.8788888888889,46.2433333333333,16.29,43.1266666666667,3.1,754.5,85,4.66666666666667,29,0.8,11.9594615884125,11.9594615884125
3789,50,"13:00:00","Thu",0,21.1,39.56,19.29,41.76,21.89,37.79,21,36.6266666666667,19.29,46.9333333333333,11.7,23.29,20.2,34.6633333333333,21.7,40.3266666666667,19.39,38.73,9.1,756.7,64,4,65,2.5,37.1345105580986,37.1345105580986
3790,80,"12:50:00","Sat",10,21.5666666666667,41.5633333333333,20.1333333333333,43.09,24.29,39.3633333333333,20.29,40.9,20.0666666666667,65.2666666666667,14.4633333333333,45.7666666666667,20.9266666666667,37.76,22.5333333333333,41.23,19.89,41.9,12.5,754.683333333333,69.5,9.16666666666667,40,6.93333333333333,16.1994433845393,16.1994433845393
3791,160,"19:40:00","Wed",20,22.4266666666667,46.1966666666667,21.6,43.4633333333333,22.765,44.6994444444444,21.6333333333333,43.9,18.89,54.29,5.46333333333333,74.9333333333333,18.6,35.29,22.29,42.79,18.39,42.7,5.16666666666667,763.633333333333,80.6666666666667,3.33333333333333,40,2.03333333333333,4.22665538499132,4.22665538499132
3792,60,"07:00:00","Thu",10,19.6666666666667,NA,17.5,38,20,38.2,17.8233333333333,35.2,18.2,40.2328571428571,NA,80.26,18.2,30.2,20.89,40.9,17.89,40.1266666666667,-0.2,754.4,85,3,63,-2.4,38.8155543594621,38.8155543594621
3793,80,"20:50:00","Thu",20,22.1666666666667,39.8266666666667,20.6,40.86,22.2,38,20.6,38.6266666666667,20.23,60.09,7.53,49.7333333333333,20.7,37.23,22.6,41.1566666666667,19.2,37.4333333333333,6.91666666666667,756.4,88.8333333333333,2.16666666666667,20.1666666666667,5.11666666666667,45.1975624775514,45.1975624775514
3794,700,"15:00:00","Mon",10,23.3233333333333,NA,22.79,42.4,24.23,45.1666666666667,19.7225,50.2225,21.3511111111111,46.555,12.33,74.3966666666667,18.8566666666667,44.3311111111111,19.79,50.215,17.7,49.23,11.6,759.6,78,8,40,7.8,40.6870619626716,40.6870619626716
3795,40,"07:40:00","Fri",0,18.1666666666667,43.29,17.2,44.09,19.2,42,17,43.5,16.75,50.59,NA,92.3966666666667,17.2,38.8877777777778,17.29,45.2,16.29,43.09,4.8,763.933333333333,81.3333333333333,7.33333333333333,40,1.86666666666667,9.78600271046162,9.78600271046162
3796,60,"10:50:00","Sat",0,22,41.1266666666667,21.39,40.4666666666667,20.8566666666667,42.4666666666667,20.5,42.3266666666667,20.2,44.7,NA,95.7266666666667,18.7,42.9666666666667,19.6333333333333,49.8266666666667,17.89,45.29,3.25,763.383333333333,93.3333333333333,3,20,2.2,25.7763075293042,25.7763075293042
3797,70,"08:40:00","Sun",0,19.89,35.26,16.6333333333333,40.23,20.0666666666667,36.4666666666667,19.3233333333333,35.4633333333333,17.89,49,-0.366666666666667,70.9666666666667,20.39,33.73,22.1,39.9,19,40.7,-0.0666666666666667,769.8,91.3333333333333,4,54.3333333333333,-1.3,32.3557429946959,32.3557429946959
3798,50,"23:00:00","Wed",0,21.89,37,20.4633333333333,36.6633333333333,20.79,38.5,20.5333333333333,35.6633333333333,18.7,50,0.8,81.4,18.5,31.34,21.7,39.66,18.1333333333333,37.9333333333333,2.5,744.9,89,6,27,0.9,5.45234563760459,5.45234563760459
3799,40,"04:50:00","Fri",0,21.1,36.2128571428571,19.1,37.59,20.9528571428571,38.4714285714286,19.5,35.6175,18.29,52.09,NA,73.6085714285714,18.79,31.93125,21.1,44.59,18.5,41.2,3.98333333333333,742.333333333333,84.3333333333333,7,43.5,1.48333333333333,11.0875283367932,11.0875283367932
3800,90,"14:00:00","Wed",0,20.6,34.73,19.29,34.4,20.1,37.356,19.6,33.79,17.8042857142857,44.6057142857143,2.9,68.1666666666667,19.6333333333333,26.6,21.39,34.1266666666667,18,38.3633333333333,3.4,758.5,67,1,25,-2.2,29.2714400333352,29.2714400333352
3801,60,"05:00:00","Sun",0,20.2,NA,18.2,35.95,20.6,36.59,18.89,33.5,17.6,50.6685714285714,-0.533333333333333,60.0266666666667,19.5,34.29,21.2,40.8633333333333,18,39.8266666666667,-0.1,754.9,78,5,24,-3.5,12.2528268606402,12.2528268606402
3802,30,"06:10:00","Sun",0,21,43.5,19.6,44.4333333333333,21.89,42.1214285714286,19.89,44.59,18.1,54.09,10.19,92.3666666666667,18.2,41.7,20.79,54.9333333333333,18.2,46.4,10.1666666666667,756.366666666667,93.3333333333333,8,23.3333333333333,9.15,7.8621789580211,7.8621789580211
3803,40,"22:40:00","Fri",20,21.89,NA,20.0666666666667,38.5,21.26,39.06,19.7,40.23,21.16,92.3,NA,86.2666666666667,19.5055555555556,32.8588888888889,23.215,40.5427777777778,18.5,38.6566666666667,1.53333333333333,741.366666666667,89.3333333333333,1.66666666666667,30.6666666666667,-0.133333333333333,9.28510259836912,9.28510259836912
3804,90,"16:50:00","Thu",0,20.89,39,19.29,39.26,22.29,37,21.5666666666667,34.7,17.89,47.59,NA,76.3966666666667,19.29,30.1,21.0666666666667,37.1633333333333,18.2,38,4.93333333333333,756.6,66.5,2,38,-0.85,36.8276083958335,36.8276083958335
3805,50,"02:20:00","Wed",0,21.1,NA,18,47,20.79,38.4,21.2,36.7233333333333,18.7,47.59,NA,68.5,20.5666666666667,30.2,22.5,42.86,19.6,38.9,4.83333333333333,764.5,89.3333333333333,2.66666666666667,55.3333333333333,3.16666666666667,47.8883108706214,47.8883108706214
3806,60,"13:20:00","Fri",0,20.76,40.9266666666667,19.2,41.33,22.0666666666667,38.96,19.79,35.6266666666667,18.2,45.7257142857143,8.83,47.6233333333333,18.6,30.82,19.79,38.6633333333333,17.89,37.545,5.33333333333333,753.666666666667,61.3333333333333,1,26,-1.66666666666667,12.46976404218,12.46976404218
3807,40,"00:20:00","Fri",0,22.1333333333333,36.9,20.29,37.29,20.79,37.9,19.8614285714286,35.3685714285714,19.0571428571429,52.4714285714286,NA,78.4625,19.1,31.4371428571429,21.5,41.8828571428571,18.4685714285714,39.2957142857143,2.86666666666667,747.666666666667,84.6666666666667,3.33333333333333,32.6666666666667,0.5,47.1842976054177,47.1842976054177
3808,20,"03:40:00","Tue",10,20.6,38.09,18.29,39.79,21,40.23,20.1,37.9,18.29,47.7,NA,81.1,18.89,32.59,21.1,42.5,18,40.9,-2.2,769.9,92,1,50,-3.3,38.6034613708034,38.6034613708034
3809,50,"06:00:00","Sat",0,21.365,45.9,20.79,44,22.3566666666667,45.3266666666667,19.6,46.9,18.6388888888889,55.5933333333333,8.39,86.9,18.6,42.6816666666667,20.7,54.515,18.89,50.5,8.6,754.3,84,6,40,6.1,14.1273289686069,14.1273289686069
3810,80,"15:00:00","Sat",10,20.79,34.0333333333333,19.6,32.3333333333333,19.8233333333333,34.3,20.79,33.59,17.89,42.36,NA,20.9266666666667,21.9266666666667,27.3266666666667,25.2,37.1966666666667,18.89,39.03,9.3,766.8,55,4,22,0.7,1.4068759046495,1.4068759046495
3811,50,"00:50:00","Thu",0,21.9633333333333,42.9,21.2,41.9,22.5,43.9055555555556,20.7,42.23,19.1277777777778,60.6222222222222,2.23,86.96,18.6,38,22.79,47.0894444444444,18.29,46.4333333333333,1.95,765.55,91.3333333333333,2.83333333333333,30.8333333333333,0.633333333333333,27.8621864505112,27.8621864505112
3812,110,"18:40:00","Fri",0,20.39,35.79,18.9633333333333,35.79,20.7,35.5,19.4266666666667,34.09,18,42.6528571428571,NA,46.6666666666667,18.39,29.2,20.0666666666667,37.16,17.79,35.2,4.16666666666667,751.8,76.3333333333333,2.33333333333333,22.3333333333333,0.266666666666667,21.1643583374098,21.1643583374098
3813,100,"10:00:00","Wed",0,19.7,33.8266666666667,17.6666666666667,34.7,19.9214285714286,35.79,19.29,32.8266666666667,18.2,46.1242857142857,NA,83.1266666666667,18.4266666666667,28.5666666666667,20.29,35.7666666666667,17.53,33.4,-0.8,762.1,83,1,65,-3.4,11.670641344972,11.670641344972
3814,300,"18:50:00","Mon",10,19.1,41.1933333333333,17.79,41.59,19.29,40.23,18.39,38.2,17.29,54.4333333333333,-2.39888888888889,90.5811111111111,18.6,34.7,19.73,42.8266666666667,17,37.29,-2.41666666666667,756.6,83.6666666666667,3,24,-4.81666666666667,13.2955453824252,13.2955453824252
3815,50,"04:00:00","Sun",0,21.79,NA,21.1333333333333,43.79,22.1666666666667,44.9,19,44.79,19.1,60.6327777777778,9.66,75.6266666666667,18.79,40.555,21.79,54.3455555555556,19.2,49.9,9.5,740.8,81,8,29,6.4,0.213361962232739,0.213361962232739
3816,350,"20:20:00","Sun",10,20.23,40.8,18.5,40.6566666666667,20.2,39.5266666666667,18.79,38.1333333333333,18.0333333333333,68.59,0.633333333333333,77.5266666666667,18,30.9633333333333,22,38.2,17.7,36.59,1.56666666666667,747.933333333333,96,1,25.3333333333333,0.933333333333333,12.8454834688455,12.8454834688455
3817,90,"10:10:00","Thu",20,20.1,NA,18.73,41.09,20.5,38.7,21.4266666666667,36.9633333333333,17.89,49,2.29666666666667,86.2,18.89,33.036,20.5,39.245,18.1,37.59,3.25,756.816666666667,83.5,2.16666666666667,56.8333333333333,0.683333333333333,14.6188410697505,14.6188410697505
3818,440,"18:20:00","Sat",0,22.8233333333333,NA,21.89,39.7,22.14,40.2,18.6,47,17.7,52.156,9.6,93.09,17.89,41.76,21.5333333333333,51.09,17.79,44.09,9.6,753.733333333333,94.6666666666667,9,62,8.8,8.71131458552554,8.71131458552554
3819,100,"11:50:00","Sat",10,19.89,38.73,19.2,37.9666666666667,20.2,36.9,20.39,35.7,18,48.754,5.12666666666667,37.6566666666667,19,31.7285714285714,20.5333333333333,40.5266666666667,17.89,36.7666666666667,4.91666666666667,751,55,6.83333333333333,40,-3.53333333333333,48.0201157392003,48.0201157392003
3820,40,"11:00:00","Tue",0,18.6,NA,17.3566666666667,40.9,19,39.79,18.1333333333333,38.1633333333333,16.7,56.73,-4.57833333333333,86.1727777777778,17.3288888888889,33.5294444444444,18.71,42.215,16.6,38.59,-2.4,757.4,81,1,64,-5.3,15.4038124484941,15.4038124484941
3821,100,"17:10:00","Wed",10,19.29,40.73,18.7,39.76,19.29,42.03,19,39.9,17.29,48.9,NA,57.1333333333333,18.73,36.86,19.1333333333333,44.3266666666667,17,40.4333333333333,4.78333333333333,757.3,72,3,40,0.0833333333333333,11.0652963863686,11.0652963863686
3822,50,"02:40:00","Fri",0,21.6,39.5,19.1,42.3266666666667,22.23,38.79,20.2,38.5,19.7,51.53,6.59,70.7266666666667,20.39,39.4333333333333,22.29,47.9666666666667,19.39,42.8633333333333,6.16666666666667,754.866666666667,96.3333333333333,4,41.6666666666667,5.6,29.6700379461981,29.6700379461981
3823,50,"02:40:00","Sat",0,21.745,45.645,21.2,43.9,22.5,45.2233333333333,19.8233333333333,47.3266666666667,18.7,56.1144444444444,9.1,87.4233333333333,18.6,43.09,20.72,55.6083333333333,18.8233333333333,50.1266666666667,9,755.833333333333,85.6666666666667,4.33333333333333,40,6.73333333333333,7.83373623853549,7.83373623853549
3824,40,"04:00:00","Fri",0,21.7,44.9,20.84,44.2725,22.29,44.8938888888889,20.29,46.09,18.89,66.03,8.8,98.5,18.5,42.085,21,55.1083333333333,18.4633333333333,50.06,8.5,764.5,98,4,51,8.2,39.2767613055184,39.2767613055184
3825,30,"22:50:00","Sat",10,22.1,40.06,20.5,40.29,21.39,40.3633333333333,19.29,40.5666666666667,18.2,51.6755555555556,3.7,91.69,19,36.2327777777778,21.775,41.8972222222222,17.89,40.16,3.01666666666667,732.133333333333,98,2.16666666666667,38.8333333333333,2.71666666666667,4.14725384907797,4.14725384907797
3826,60,"03:10:00","Wed",0,22.1,38.7,19.2,42.29,22.29,38,20.79,36.9,20.3233333333333,42.73,5.5,68.03,20,37.4333333333333,22.7,44.0666666666667,19.79,41.29,5.08333333333333,755.8,95,2,50.3333333333333,4.3,38.2676641573198,38.2676641573198
3827,80,"20:50:00","Sat",0,22.29,40.76,20.73,41.4,21.5,40.9,19.5,40.76,18.26,51.8877777777778,4,91.4,18.89,35,22.21,40.7683333333333,17.89,38.5,3.33333333333333,731.45,96.8333333333333,4,55.6666666666667,2.9,38.9080234803259,38.9080234803259
3828,60,"11:00:00","Sun",0,21.23,45.3633333333333,20.5,43.06,21.6,43.79,18.79,44.03,19.1388888888889,68.6688888888889,8.36666666666667,80.1666666666667,18.7,39.0872222222222,21.1333333333333,50.2,19.2,46.69,7.6,745,80,7,29,4.4,1.18164716986939,1.18164716986939
3829,30,"04:40:00","Sun",0,20.5,35.29,16.9633333333333,39.79,20.29,37.0675,19.5,34.5,18.2,49,NA,68.5966666666667,20.7,33.59,22.6,39.2,18.89,40.2,-1.13333333333333,768.333333333333,92.6666666666667,1.33333333333333,34,-2.16666666666667,40.8389163436368,40.8389163436368
3830,50,"02:00:00","Thu",0,19.1,NA,18.39,47.2,19.76,45.3266666666667,18.1,48.5675,17.3788888888889,53.9611111111111,9.39,99.9,17.5,45.7,17.5777777777778,51.7,16.945,49.4,9.8,757.3,90,5,40,8.2,22.2318800748326,22.2318800748326
3831,80,"13:20:00","Mon",0,22.7,39.23,22.1,38.8633333333333,22.6,38.3633333333333,21.26,39.6633333333333,20.0333333333333,45.4,11,38.79,21.29,34.4333333333333,23.2955555555556,41.2,20.5,42.59,10.5666666666667,741.533333333333,63.3333333333333,11,40,3.86666666666667,35.8224410214461,35.8224410214461
3832,60,"22:40:00","Sun",20,22.39,45,21.26,44.5,21.89,44.4,22.3566666666667,45.7266666666667,18.7,56.8528571428571,NA,89.03375,18.39,44.5,22.2,50.69,18.39,46.79,10.6333333333333,754.4,88,8.66666666666667,36.3333333333333,8.66666666666667,26.4998039463535,26.4998039463535
3833,50,"16:10:00","Tue",0,22.1333333333333,37.03,21.5,36.2,22.1,36.4,21.575,35.4,19.1,46,12.1266666666667,19.6233333333333,19.7,32.9,22.23,37.6266666666667,19.79,39.8633333333333,11.05,756.183333333333,59.3333333333333,4,40,3.36666666666667,0.696475442964584,0.696475442964584
3834,40,"13:00:00","Wed",0,19.7,46,18.9266666666667,45.7,19.89,45.09,18.6,47.26,17.5,55.065,11.3,85.1333333333333,17.79,45,17.7,50.59,17.1,48.9,11.2,756.6,82,11,40,8.2,37.674480851274,37.674480851274
3835,70,"12:50:00","Wed",0,22.5333333333333,NA,21.6,42.7233333333333,21.9877777777778,44.5,22.1,40.86,19.1,55.3938888888889,NA,63.93,19.29,34.5366666666667,20.5166666666667,41.6122222222222,18.6,45.6633333333333,6.48333333333333,760.166666666667,64.5,8,40,0.183333333333333,34.9109778297134,34.9109778297134
3836,110,"21:10:00","Sun",0,23,37.26,20.39,39.8725,22.5,36.5,20.29,37.76,20.73,42.6933333333333,NA,61.1333333333333,19.1,31.5,23.9266666666667,37.8633333333333,19.5,36.59,5.58333333333333,761.466666666667,90.3333333333333,2.83333333333333,28.1666666666667,4.13333333333333,8.70603548828512,8.70603548828512
3837,40,"06:40:00","Sun",0,20.89,36.29,18.1,39.5,22.2,36.6633333333333,20.1,34.59,18.39,44.79,NA,44.5,19.2,30.5,21.8233333333333,40.9,19.5,40.09,4.8,761.7,79,2.33333333333333,64,1.46666666666667,42.8979948046617,42.8979948046617
3838,30,"06:20:00","Wed",0,20.29,39.4333333333333,18.0666666666667,41.2,21.2,40.59,19.79,38.2,18.39,58.06,NA,81.06,19,38.9571428571429,20.2,45.7,18.29,44.4,-1.5,759.933333333333,96.6666666666667,1.66666666666667,37.3333333333333,-1.96666666666667,4.68552944948897,4.68552944948897
3839,120,"19:20:00","Thu",10,23,46.7633333333333,22.26,42.0633333333333,21.7,45.9,20.0666666666667,47.6333333333333,20.78,48.4866666666667,NA,90.6966666666667,20.5205555555556,42.595,23.22,44.265,18.6,41.5,3.56666666666667,748.7,95.3333333333333,2.33333333333333,33.6666666666667,2.9,33.4491335204802,33.4491335204802
3840,40,"00:20:00","Thu",0,19.1,NA,18.4633333333333,47.06,19.79,45.29,18.1,48.29,17.39,54,9.8,99.9,17.5444444444444,45.59,17.5888888888889,51.52,17,49.2,9.86666666666667,756.066666666667,95.6666666666667,5.33333333333333,49.6666666666667,9.2,41.9223078410141,41.9223078410141
3841,420,"12:40:00","Mon",10,22.39,46.0633333333333,22.0333333333333,43.29,23.3233333333333,48.1933333333333,19.6,49.2,20.7,48.1966666666667,11.9266666666667,72.73,18.89,44.555,19.9877777777778,50.645,17.7,49.79,11.3,760.1,76.3333333333333,9.33333333333333,35.3333333333333,7.23333333333333,9.04519340256229,9.04519340256229
3842,70,"22:00:00","Wed",0,22.1,37.4333333333333,20.89,37.09,20.89,38.59,21.0333333333333,35.9266666666667,18.89,52.03,0.833333333333333,81.5633333333333,18.5666666666667,30.79,21.89,39.2,18.1666666666667,36.79,2.5,744.3,85,9,40,0.2,28.2461241120473,28.2461241120473
3843,290,"20:10:00","Mon",30,21.39,39.06,20,38.9633333333333,21,38,20.9666666666667,39.1933333333333,18.5666666666667,53.1,2.2,69.1666666666667,19.76,29.1333333333333,22.1,38.43,18.1333333333333,39.73,1,765.55,85.5,2.83333333333333,40,-1.21666666666667,10.852206137497,10.852206137497
3844,50,"02:20:00","Tue",0,21,43.73,20.26,43.06,20.6333333333333,44.4333333333333,20.7,44.73,17.79,52.3327777777778,9.86,99.9,17.74,42.2,18.5777777777778,48.56,17,48.23,9.63333333333333,764.7,88.6666666666667,3.33333333333333,23,7.86666666666667,20.4044382902794,20.4044382902794
3845,100,"15:00:00","Sun",20,21.5,NA,19.79,41.0266666666667,20.8233333333333,41.1566666666667,19.29,37.79,17.8011111111111,49.4833333333333,NA,88.09,19.2,36.1733333333333,21.77,43.6722222222222,17.8233333333333,38.9633333333333,3.3,739.1,89,3,64,1.6,25.3705356968567,25.3705356968567
3846,20,"04:20:00","Fri",0,21.6,NA,20.79,44.3266666666667,22.3788888888889,44.9,20.29,46.2,18.8566666666667,65.7205555555555,8.89,98.59,18.5,42.1816666666667,21,55.1388888888889,18.5,50.2,8.6,764.466666666667,97.6666666666667,4,54.3333333333333,8.23333333333333,14.3326115328819,14.3326115328819
3847,40,"10:10:00","Fri",0,21.1,NA,17.79,39.7,21.1666666666667,35.3266666666667,20.7,33.5,18.7,57.645,NA,72.6933333333333,19.89,28.89,21.6,36.9666666666667,19.7,36.6266666666667,2.56666666666667,763.6,97.6666666666667,2.83333333333333,13.5,2.21666666666667,20.0104252318852,20.0104252318852
